year,period,Industry,Buildings,Transport,Power
2020,90,0,0,0,0
2020,91,0,0,0,0
2020,92,0,0,0,0
2020,93,0,0,0,0
2020,94,0,0,0,0
2020,95,0,0,0,0
2020,96,0,0,0,0
2020,97,0,0,0,0
2020,98,0,0,0,0
2020,99,0,0,0,0
2020,100,0,0,0,0
2020,101,0,0,0,0
2020,102,0,0,0,0
2020,103,0,0,0,0
2020,104,0,0,0,0
2020,105,0,0,0,0
2020,106,0,0,0,0
2020,107,0,0,0,0
2020,108,0,0,0,0
2020,109,0,0,0,0
2020,110,0,0,0,0
2020,111,0,0,0,0
2020,112,0,0,0,0
2020,113,0,0,0,0
2020,114,0,0,0,0
2020,115,0,0,0,0
2020,116,0,0,0,0
2020,117,0,0,0,0
2020,118,0,0,0,0
2020,119,0,0,0,0
2020,120,0,0,0,0
2020,121,0,0,0,0
2020,122,0,0,0,0
2020,123,0,0,0,0
2020,124,0,0,0,0
2020,125,0,0,0,0
2020,126,0,0,0,0
2020,127,0,0,0,0
2020,128,0,0,0,0
2020,129,0,0,0,0
2020,130,0,0,0,0
2020,131,0,0,0,0
2020,132,0,0,0,0
2020,133,0,0,0,0
2020,134,0,0,0,0
2020,135,0,0,0,0
2020,136,0,0,0,0
2020,137,0,0,0,0
2020,138,0,0,0,0
2020,139,0,0,0,0
2020,140,0,0,0,0
2020,141,0,0,0,0
2020,142,0,0,0,0
2020,143,0,0,0,0
2020,144,0,0,0,0
2020,145,0,0,0,0
2020,146,0,0,0,0
2020,147,0,0,0,0
2020,148,0,0,0,0
2020,149,0,0,0,0
2020,150,0,0,0,0
2020,151,0,0,0,0
2020,152,0,0,0,0
2020,153,0,0,0,0
2020,154,0,0,0,0
2020,155,0,0,0,0
2020,156,0,0,0,0
2020,157,0,0,0,0
2020,158,0,0,0,0
2020,159,0,0,0,0
2020,160,0,0,0,0
2020,161,0,0,0,0
2020,162,0,0,0,0
2020,163,0,0,0,0
2020,164,0,0,0,0
2020,165,0,0,0,0
2020,166,0,0,0,0
2020,167,0,0,0,0
2020,168,0,0,0,0
2020,169,0,0,0,0
2020,170,0,0,0,0
2020,171,0,0,0,0
2020,172,0,0,0,0
2020,173,0,0,0,0
2020,174,0,0,0,0
2020,175,0,0,0,0
2020,176,0,0,0,0
2020,177,0,0,0,0
2020,178,0,0,0,0
2020,179,0,0,0,0
2020,180,0,0,0,0
2020,181,0,0,0,0
2020,182,0,0,0,0
2020,183,0,0,0,0
2020,184,0,0,0,0
2020,185,0,0,0,0
2020,186,0,0,0,0
2020,187,0,0,0,0
2020,188,0,0,0,0
2020,189,0,0,0,0
2020,190,0,0,0,0
2020,191,0,0,0,0
2020,192,0,0,0,0
2020,193,0,0,0,0
2020,194,0,0,0,0
2020,195,0,0,0,0
2020,196,0,0,0,0
2020,197,0,0,0,0
2020,198,0,0,0,0
2020,199,0,0,0,0
2020,200,0,0,0,0
2020,201,0,0,0,0
2020,202,0,0,0,0
2020,203,0,0,0,0
2020,204,0,0,0,0
2020,205,0,0,0,0
2020,206,0,0,0,0
2020,207,0,0,0,0
2020,208,0,0,0,0
2020,209,0,0,0,0
2020,210,0,0,0,0
2020,211,0,0,0,0
2020,212,0,0,0,0
2020,213,0,0,0,0
2020,214,0,0,0,0
2020,215,0,0,0,0
2020,216,0,0,0,0
2020,217,0,0,0,0
2020,218,0,0,0,0
2020,219,0,0,0,0
2020,220,0,0,0,0
2020,221,0,0,0,0
2020,222,0,0,0,0
2020,223,0,0,0,0
2020,224,0,0,0,0
2020,225,0,0,0,0
2020,226,0,0,0,0
2020,227,0,0,0,0
2020,228,0,0,0,0
2020,229,0,0,0,0
2020,230,0,0,0,0
2020,231,0,0,0,0
2020,232,0,0,0,0
2020,233,0,0,0,0
2020,234,0,0,0,0
2020,235,0,0,0,0
2020,236,0,0,0,0
2020,237,0,0,0,0
2020,238,0,0,0,0
2020,239,0,0,0,0
2020,240,0,0,0,0
2020,241,0,0,0,0
2020,242,0,0,0,0
2020,243,0,0,0,0
2020,244,0,0,0,0
2020,245,0,0,0,0
2020,246,0,0,0,0
2020,247,0,0,0,0
2020,248,0,0,0,0
2020,249,0,0,0,0
2020,250,0,0,0,0
2020,251,0,0,0,0
2020,252,0,0,0,0
2020,253,0,0,0,0
2020,254,0,0,0,0
2020,255,0,0,0,0
2020,256,0,0,0,0
2020,257,0,0,0,0
2020,258,0,0,0,0
2020,259,0,0,0,0
2020,260,0,0,0,0
2020,261,0,0,0,0
2020,262,0,0,0,0
2020,263,0,0,0,0
2020,264,0,0,0,0
2020,265,0,0,0,0
2020,266,0,0,0,0
2020,267,0,0,0,0
2020,268,0,0,0,0
2020,269,0,0,0,0
2020,270,0,0,0,0
2020,271,0,0,0,0
2020,272,0,0,0,0
2020,273,0,0,0,0
2020,274,0,0,0,0
2020,275,0,0,0,0
2020,276,0,0,0,0
2020,277,0,0,0,0
2020,278,0,0,0,0
2020,279,0,0,0,0
2020,280,0,0,0,0
2020,281,0,0,0,0
2020,282,0,0,0,0
2020,283,0,0,0,0
2020,284,0,0,0,0
2020,285,0,0,0,0
2020,286,0,0,0,0
2020,287,0,0,0,0
2020,288,0,0,0,0
2020,289,0,0,0,0
2020,290,0,0,0,0
2020,291,0,0,0,0
2020,292,0,0,0,0
2020,293,0,0,0,0
2020,294,0,0,0,0
2020,295,0,0,0,0
2020,296,0,0,0,0
2020,297,0,0,0,0
2020,298,0,0,0,0
2020,299,0,0,0,0
2020,300,0,0,0,0
2020,301,0,0,0,0
2020,302,0,0,0,0
2020,303,0,0,0,0
2020,304,0,0,0,0
2020,305,0,0,0,0
2020,306,0,0,0,0
2020,307,0,0,0,0
2020,308,0,0,0,0
2020,309,0,0,0,0
2020,310,0,0,0,0
2020,311,0,0,0,0
2020,312,0,0,0,0
2020,313,0,0,0,0
2020,314,0,0,0,0
2020,315,0,0,0,0
2020,316,0,0,0,0
2020,317,0,0,0,0
2020,318,0,0,0,0
2020,319,0,0,0,0
2020,320,0,0,0,0
2020,321,0,0,0,0
2020,322,0,0,0,0
2020,323,0,0,0,0
2020,324,0,0,0,0
2020,325,0,0,0,0
2020,326,0,0,0,0
2020,327,0,0,0,0
2020,328,0,0,0,0
2020,329,0,0,0,0
2020,330,0,0,0,0
2020,331,0,0,0,0
2020,332,0,0,0,0
2020,333,0,0,0,0
2020,334,0,0,0,0
2020,335,0,0,0,0
2020,336,0,0,0,0
2020,337,0,0,0,0
2020,338,0,0,0,0
2020,339,0,0,0,0
2020,340,0,0,0,0
2020,341,0,0,0,0
2020,342,0,0,0,0
2020,343,0,0,0,0
2020,344,0,0,0,0
2020,345,0,0,0,0
2020,346,0,0,0,0
2020,347,0,0,0,0
2020,348,0,0,0,0
2020,349,0,0,0,0
2020,350,0,0,0,0
2020,351,0,0,0,0
2020,352,0,0,0,0
2020,353,0,0,0,0
2020,354,0,0,0,0
2020,355,0,0,0,0
2020,356,0,0,0,0
2020,357,0,0,0,0
2020,358,0,0,0,0
2020,359,0,0,0,0
2020,360,0,0,0,0
2020,361,0,0,0,0
2020,362,0,0,0,0
2020,363,0,0,0,0
2020,364,0,0,0,0
2020,365,0,0,0,0
2020,366,0,0,0,0
2020,367,0,0,0,0
2020,368,0,0,0,0
2020,369,0,0,0,0
2020,370,0,0,0,0
2020,371,0,0,0,0
2020,372,0,0,0,0
2020,373,0,0,0,0
2020,374,0,0,0,0
2020,375,0,0,0,0
2020,376,0,0,0,0
2020,377,0,0,0,0
2020,378,0,0,0,0
2020,379,0,0,0,0
2020,380,0,0,0,0
2020,381,0,0,0,0
2020,382,0,0,0,0
2020,383,0,0,0,0
2020,384,0,0,0,0
2020,385,0,0,0,0
2020,386,0,0,0,0
2020,387,0,0,0,0
2020,388,0,0,0,0
2020,389,0,0,0,0
2020,390,0,0,0,0
2020,391,0,0,0,0
2020,392,0,0,0,0
2020,393,0,0,0,0
2020,394,0,0,0,0
2020,395,0,0,0,0
2020,396,0,0,0,0
2020,397,0,0,0,0
2020,398,0,0,0,0
2020,399,0,0,0,0
2020,400,0,0,0,0
2020,401,0,0,0,0
2020,402,0,0,0,0
2020,403,0,0,0,0
2020,404,0,0,0,0
2020,405,0,0,0,0
2020,406,0,0,0,0
2020,407,0,0,0,0
2020,408,0,0,0,0
2020,409,0,0,0,0
2020,410,0,0,0,0
2020,411,0,0,0,0
2020,412,0,0,0,0
2020,413,0,0,0,0
2020,414,0,0,0,0
2020,415,0,0,0,0
2020,416,0,0,0,0
2020,417,0,0,0,0
2020,418,0,0,0,0
2020,419,0,0,0,0
2020,420,0,0,0,0
2020,421,0,0,0,0
2020,422,0,0,0,0
2020,423,0,0,0,0
2020,424,0,0,0,0
2020,425,0,0,0,0
2020,426,0,0,0,0
2020,427,0,0,0,0
2020,428,0,0,0,0
2020,429,0,0,0,0
2020,430,0,0,0,0
2020,431,0,0,0,0
2020,432,0,0,0,0
2020,433,0,0,0,0
2020,434,0,0,0,0
2020,435,0,0,0,0
2020,436,0,0,0,0
2020,437,0,0,0,0
2020,438,0,0,0,0
2020,439,0,0,0,0
2020,440,0,0,0,0
2020,441,0,0,0,0
2020,442,0,0,0,0
2020,443,0,0,0,0
2020,444,0,0,0,0
2020,445,0,0,0,0
2020,446,0,0,0,0
2020,447,0,0,0,0
2020,448,0,0,0,0
2020,449,0,0,0,0
2020,450,0,0,0,0
2020,451,0,0,0,0
2020,452,0,0,0,0
2020,453,0,0,0,0
2020,454,0,0,0,0
2020,455,0,0,0,0
2020,456,0,0,0,0
2020,457,0,0,0,0
2020,458,0,0,0,0
2020,459,0,0,0,0
2020,460,0,0,0,0
2020,461,0,0,0,0
2020,462,0,0,0,0
2020,463,0,0,0,0
2020,464,0,0,0,0
2020,465,0,0,0,0
2020,466,0,0,0,0
2020,467,0,0,0,0
2020,468,0,0,0,0
2020,469,0,0,0,0
2020,470,0,0,0,0
2020,471,0,0,0,0
2020,472,0,0,0,0
2020,473,0,0,0,0
2020,474,0,0,0,0
2020,475,0,0,0,0
2020,476,0,0,0,0
2020,477,0,0,0,0
2020,478,0,0,0,0
2020,479,0,0,0,0
2020,480,0,0,0,0
2020,481,0,0,0,0
2020,482,0,0,0,0
2020,483,0,0,0,0
2020,484,0,0,0,0
2020,485,0,0,0,0
2020,486,0,0,0,0
2020,487,0,0,0,0
2020,488,0,0,0,0
2020,489,0,0,0,0
2020,490,0,0,0,0
2020,491,0,0,0,0
2020,492,0,0,0,0
2020,493,0,0,0,0
2020,494,0,0,0,0
2020,495,0,0,0,0
2020,496,0,0,0,0
2020,497,0,0,0,0
2020,498,0,0,0,0
2020,499,0,0,0,0
2020,500,0,0,0,0
2020,501,0,0,0,0
2020,502,0,0,0,0
2020,503,0,0,0,0
2020,504,0,0,0,0
2020,505,0,0,0,0
2020,506,0,0,0,0
2020,507,0,0,0,0
2020,508,0,0,0,0
2020,509,0,0,0,0
2020,510,0,0,0,0
2020,511,0,0,0,0
2020,512,0,0,0,0
2020,513,0,0,0,0
2020,514,0,0,0,0
2020,515,0,0,0,0
2020,516,0,0,0,0
2020,517,0,0,0,0
2020,518,0,0,0,0
2020,519,0,0,0,0
2020,520,0,0,0,0
2020,521,0,0,0,0
2020,522,0,0,0,0
2020,523,0,0,0,0
2020,524,0,0,0,0
2020,525,0,0,0,0
2020,526,0,0,0,0
2020,527,0,0,0,0
2020,528,0,0,0,0
2020,529,0,0,0,0
2020,530,0,0,0,0
2020,531,0,0,0,0
2020,532,0,0,0,0
2020,533,0,0,0,0
2020,534,0,0,0,0
2020,535,0,0,0,0
2020,536,0,0,0,0
2020,537,0,0,0,0
2020,538,0,0,0,0
2020,539,0,0,0,0
2020,540,0,0,0,0
2020,541,0,0,0,0
2020,542,0,0,0,0
2020,543,0,0,0,0
2020,544,0,0,0,0
2020,545,0,0,0,0
2020,546,0,0,0,0
2020,547,0,0,0,0
2020,548,0,0,0,0
2020,549,0,0,0,0
2020,550,0,0,0,0
2020,551,0,0,0,0
2020,552,0,0,0,0
2020,553,0,0,0,0
2020,554,0,0,0,0
2020,555,0,0,0,0
2020,556,0,0,0,0
2020,557,0,0,0,0
2020,558,0,0,0,0
2020,559,0,0,0,0
2020,560,0,0,0,0
2020,561,0,0,0,0
2020,562,0,0,0,0
2020,563,0,0,0,0
2020,564,0,0,0,0
2020,565,0,0,0,0
2020,566,0,0,0,0
2020,567,0,0,0,0
2020,568,0,0,0,0
2020,569,0,0,0,0
2020,570,0,0,0,0
2020,571,0,0,0,0
2020,572,0,0,0,0
2020,573,0,0,0,0
2020,574,0,0,0,0
2020,575,0,0,0,0
2020,576,0,0,0,0
2020,577,0,0,0,0
2020,578,0,0,0,0
2020,579,0,0,0,0
2020,580,0,0,0,0
2020,581,0,0,0,0
2020,582,0,0,0,0
2020,583,0,0,0,0
2020,584,0,0,0,0
2020,585,0,0,0,0
2020,586,0,0,0,0
2020,587,0,0,0,0
2020,588,0,0,0,0
2020,589,0,0,0,0
2020,590,0,0,0,0
2020,591,0,0,0,0
2020,592,0,0,0,0
2020,593,0,0,0,0
2020,594,0,0,0,0
2020,595,0,0,0,0
2020,596,0,0,0,0
2020,597,0,0,0,0
2020,598,0,0,0,0
2020,599,0,0,0,0
2020,600,0,0,0,0
2020,601,0,0,0,0
2020,602,0,0,0,0
2020,603,0,0,0,0
2020,604,0,0,0,0
2020,605,0,0,0,0
2020,606,0,0,0,0
2020,607,0,0,0,0
2020,608,0,0,0,0
2020,609,0,0,0,0
2020,610,0,0,0,0
2020,611,0,0,0,0
2020,612,0,0,0,0
2020,613,0,0,0,0
2020,614,0,0,0,0
2020,615,0,0,0,0
2020,616,0,0,0,0
2020,617,0,0,0,0
2020,618,0,0,0,0
2020,619,0,0,0,0
2020,620,0,0,0,0
2020,621,0,0,0,0
2020,622,0,0,0,0
2020,623,0,0,0,0
2020,624,0,0,0,0
2020,625,0,0,0,0
2020,626,0,0,0,0
2020,627,0,0,0,0
2020,628,0,0,0,0
2020,629,0,0,0,0
2020,630,0,0,0,0
2020,631,0,0,0,0
2020,632,0,0,0,0
2020,633,0,0,0,0
2020,634,0,0,0,0
2020,635,0,0,0,0
2020,636,0,0,0,0
2020,637,0,0,0,0
2020,638,0,0,0,0
2020,639,0,0,0,0
2020,640,0,0,0,0
2020,641,0,0,0,0
2020,642,0,0,0,0
2020,643,0,0,0,0
2020,644,0,0,0,0
2020,645,0,0,0,0
2020,646,0,0,0,0
2020,647,0,0,0,0
2020,648,0,0,0,0
2020,649,0,0,0,0
2020,650,0,0,0,0
2020,651,0,0,0,0
2020,652,0,0,0,0
2020,653,0,0,0,0
2020,654,0,0,0,0
2020,655,0,0,0,0
2020,656,0,0,0,0
2020,657,0,0,0,0
2020,658,0,0,0,0
2020,659,0,0,0,0
2020,660,0,0,0,0
2020,661,0,0,0,0
2020,662,0,0,0,0
2020,663,0,0,0,0
2020,664,0,0,0,0
2020,665,0,0,0,0
2020,666,0,0,0,0
2020,667,0,0,0,0
2020,668,0,0,0,0
2020,669,0,0,0,0
2020,670,0,0,0,0
2020,671,0,0,0,0
2020,672,0,0,0,0
2020,673,0,0,0,0
2020,674,0,0,0,0
2020,675,0,0,0,0
2020,676,0,0,0,0
2020,677,0,0,0,0
2020,678,0,0,0,0
2020,679,0,0,0,0
2020,680,0,0,0,0
2020,681,0,0,0,0
2020,682,0,0,0,0
2020,683,0,0,0,0
2020,684,0,0,0,0
2020,685,0,0,0,0
2020,686,0,0,0,0
2020,687,0,0,0,0
2020,688,0,0,0,0
2020,689,0,0,0,0
2020,690,0,0,0,0
2020,691,0,0,0,0
2020,692,0,0,0,0
2020,693,0,0,0,0
2020,694,0,0,0,0
2020,695,0,0,0,0
2020,696,0,0,0,0
2020,697,0,0,0,0
2020,698,0,0,0,0
2020,699,0,0,0,0
2020,700,0,0,0,0
2020,701,0,0,0,0
2020,702,0,0,0,0
2020,703,0,0,0,0
2020,704,0,0,0,0
2020,705,0,0,0,0
2020,706,0,0,0,0
2020,707,0,0,0,0
2020,708,0,0,0,0
2020,709,0,0,0,0
2020,710,0,0,0,0
2020,711,0,0,0,0
2020,712,0,0,0,0
2020,713,0,0,0,0
2020,714,0,0,0,0
2020,715,0,0,0,0
2020,716,0,0,0,0
2020,717,0,0,0,0
2020,718,0,0,0,0
2020,719,0,0,0,0
2020,720,0,0,0,0
2020,721,0,0,0,0
2020,722,0,0,0,0
2020,723,0,0,0,0
2020,724,0,0,0,0
2020,725,0,0,0,0
2020,726,0,0,0,0
2020,727,0,0,0,0
2020,728,0,0,0,0
2020,729,0,0,0,0
2020,730,0,0,0,0
2020,731,0,0,0,0
2020,732,0,0,0,0
2020,733,0,0,0,0
2020,734,0,0,0,0
2020,735,0,0,0,0
2020,736,0,0,0,0
2020,737,0,0,0,0
2020,738,0,0,0,0
2020,739,0,0,0,0
2020,740,0,0,0,0
2020,741,0,0,0,0
2020,742,0,0,0,0
2020,743,0,0,0,0
2020,744,0,0,0,0
2020,745,0,0,0,0
2020,746,0,0,0,0
2020,747,0,0,0,0
2020,748,0,0,0,0
2020,749,0,0,0,0
2020,750,0,0,0,0
2020,751,0,0,0,0
2020,752,0,0,0,0
2020,753,0,0,0,0
2020,754,0,0,0,0
2020,755,0,0,0,0
2020,756,0,0,0,0
2020,757,0,0,0,0
2020,758,0,0,0,0
2020,759,0,0,0,0
2020,760,0,0,0,0
2020,761,0,0,0,0
2020,762,0,0,0,0
2020,763,0,0,0,0
2020,764,0,0,0,0
2020,765,0,0,0,0
2020,766,0,0,0,0
2020,767,0,0,0,0
2020,768,0,0,0,0
2020,769,0,0,0,0
2020,770,0,0,0,0
2020,771,0,0,0,0
2020,772,0,0,0,0
2020,773,0,0,0,0
2020,774,0,0,0,0
2020,775,0,0,0,0
2020,776,0,0,0,0
2020,777,0,0,0,0
2020,778,0,0,0,0
2020,779,0,0,0,0
2020,780,0,0,0,0
2020,781,0,0,0,0
2020,782,0,0,0,0
2020,783,0,0,0,0
2020,784,0,0,0,0
2020,785,0,0,0,0
2020,786,0,0,0,0
2020,787,0,0,0,0
2020,788,0,0,0,0
2020,789,0,0,0,0
2020,790,0,0,0,0
2020,791,0,0,0,0
2020,792,0,0,0,0
2020,793,0,0,0,0
2020,794,0,0,0,0
2020,795,0,0,0,0
2020,796,0,0,0,0
2020,797,0,0,0,0
2020,798,0,0,0,0
2020,799,0,0,0,0
2020,800,0,0,0,0
2020,801,0,0,0,0
2020,802,0,0,0,0
2020,803,0,0,0,0
2020,804,0,0,0,0
2020,805,0,0,0,0
2020,806,0,0,0,0
2020,807,0,0,0,0
2020,808,0,0,0,0
2020,809,0,0,0,0
2020,810,0,0,0,0
2020,811,0,0,0,0
2020,812,0,0,0,0
2020,813,0,0,0,0
2020,814,0,0,0,0
2020,815,0,0,0,0
2020,816,0,0,0,0
2020,817,0,0,0,0
2020,818,0,0,0,0
2020,819,0,0,0,0
2020,820,0,0,0,0
2020,821,0,0,0,0
2020,822,0,0,0,0
2020,823,0,0,0,0
2020,824,0,0,0,0
2020,825,0,0,0,0
2020,826,0,0,0,0
2020,827,0,0,0,0
2020,828,0,0,0,0
2020,829,0,0,0,0
2020,830,0,0,0,0
2020,831,0,0,0,0
2020,832,0,0,0,0
2020,833,0,0,0,0
2020,834,0,0,0,0
2020,835,0,0,0,0
2020,836,0,0,0,0
2020,837,0,0,0,0
2020,838,0,0,0,0
2020,839,0,0,0,0
2020,840,0,0,0,0
2020,841,0,0,0,0
2020,842,0,0,0,0
2020,843,0,0,0,0
2020,844,0,0,0,0
2020,845,0,0,0,0
2020,846,0,0,0,0
2020,847,0,0,0,0
2020,848,0,0,0,0
2020,849,0,0,0,0
2020,850,0,0,0,0
2020,851,0,0,0,0
2020,852,0,0,0,0
2020,853,0,0,0,0
2020,854,0,0,0,0
2020,855,0,0,0,0
2020,856,0,0,0,0
2020,857,0,0,0,0
2020,858,0,0,0,0
2020,859,0,0,0,0
2020,860,0,0,0,0
2020,861,0,0,0,0
2020,862,0,0,0,0
2020,863,0,0,0,0
2020,864,0,0,0,0
2020,865,0,0,0,0
2020,866,0,0,0,0
2020,867,0,0,0,0
2020,868,0,0,0,0
2020,869,0,0,0,0
2020,870,0,0,0,0
2020,871,0,0,0,0
2020,872,0,0,0,0
2020,873,0,0,0,0
2020,874,0,0,0,0
2020,875,0,0,0,0
2020,876,0,0,0,0
2020,877,0,0,0,0
2020,878,0,0,0,0
2020,879,0,0,0,0
2020,880,0,0,0,0
2020,881,0,0,0,0
2020,882,0,0,0,0
2020,883,0,0,0,0
2020,884,0,0,0,0
2020,885,0,0,0,0
2020,886,0,0,0,0
2020,887,0,0,0,0
2020,888,0,0,0,0
2020,889,0,0,0,0
2020,890,0,0,0,0
2020,891,0,0,0,0
2020,892,0,0,0,0
2020,893,0,0,0,0
2020,894,0,0,0,0
2020,895,0,0,0,0
2020,896,0,0,0,0
2020,897,0,0,0,0
2020,898,0,0,0,0
2020,899,0,0,0,0
2020,900,0,0,0,0
2020,901,0,0,0,0
2020,902,0,0,0,0
2020,903,0,0,0,0
2020,904,0,0,0,0
2020,905,0,0,0,0
2020,906,0,0,0,0
2020,907,0,0,0,0
2020,908,0,0,0,0
2020,909,0,0,0,0
2020,910,0,0,0,0
2020,911,0,0,0,0
2020,912,0,0,0,0
2020,913,0,0,0,0
2020,914,0,0,0,0
2020,915,0,0,0,0
2020,916,0,0,0,0
2020,917,0,0,0,0
2020,918,0,0,0,0
2020,919,0,0,0,0
2020,920,0,0,0,0
2020,921,0,0,0,0
2020,922,0,0,0,0
2020,923,0,0,0,0
2020,924,0,0,0,0
2020,925,0,0,0,0
2020,926,0,0,0,0
2020,927,0,0,0,0
2020,928,0,0,0,0
2020,929,0,0,0,0
2020,930,0,0,0,0
2020,931,0,0,0,0
2020,932,0,0,0,0
2020,933,0,0,0,0
2020,934,0,0,0,0
2020,935,0,0,0,0
2020,936,0,0,0,0
2020,937,0,0,0,0
2020,938,0,0,0,0
2020,939,0,0,0,0
2020,940,0,0,0,0
2020,941,0,0,0,0
2020,942,0,0,0,0
2020,943,0,0,0,0
2020,944,0,0,0,0
2020,945,0,0,0,0
2020,946,0,0,0,0
2020,947,0,0,0,0
2020,948,0,0,0,0
2020,949,0,0,0,0
2020,950,0,0,0,0
2020,951,0,0,0,0
2020,952,0,0,0,0
2020,953,0,0,0,0
2020,954,0,0,0,0
2020,955,0,0,0,0
2020,956,0,0,0,0
2020,957,0,0,0,0
2020,958,0,0,0,0
2020,959,0,0,0,0
2020,960,0,0,0,0
2020,961,0,0,0,0
2020,962,0,0,0,0
2020,963,0,0,0,0
2020,964,0,0,0,0
2020,965,0,0,0,0
2020,966,0,0,0,0
2020,967,0,0,0,0
2020,968,0,0,0,0
2020,969,0,0,0,0
2020,970,0,0,0,0
2020,971,0,0,0,0
2020,972,0,0,0,0
2020,973,0,0,0,0
2020,974,0,0,0,0
2020,975,0,0,0,0
2020,976,0,0,0,0
2020,977,0,0,0,0
2020,978,0,0,0,0
2020,979,0,0,0,0
2020,980,0,0,0,0
2020,981,0,0,0,0
2020,982,0,0,0,0
2020,983,0,0,0,0
2020,984,0,0,0,0
2020,985,0,0,0,0
2020,986,0,0,0,0
2020,987,0,0,0,0
2020,988,0,0,0,0
2020,989,0,0,0,0
2020,990,0,0,0,0
2020,991,0,0,0,0
2020,992,0,0,0,0
2020,993,0,0,0,0
2020,994,0,0,0,0
2020,995,0,0,0,0
2020,996,0,0,0,0
2020,997,0,0,0,0
2020,998,0,0,0,0
2020,999,0,0,0,0
2020,1000,0,0,0,0
2020,1001,0,0,0,0
2020,1002,0,0,0,0
2020,1003,0,0,0,0
2020,1004,0,0,0,0
2020,1005,0,0,0,0
2020,1006,0,0,0,0
2020,1007,0,0,0,0
2020,1008,0,0,0,0
2020,1009,0,0,0,0
2020,1010,0,0,0,0
2020,1011,0,0,0,0
2020,1012,0,0,0,0
2020,1013,0,0,0,0
2020,1014,0,0,0,0
2020,1015,0,0,0,0
2020,1016,0,0,0,0
2020,1017,0,0,0,0
2020,1018,0,0,0,0
2020,1019,0,0,0,0
2020,1020,0,0,0,0
2020,1021,0,0,0,0
2020,1022,0,0,0,0
2020,1023,0,0,0,0
2020,1024,0,0,0,0
2020,1025,0,0,0,0
2020,1026,0,0,0,0
2020,1027,0,0,0,0
2020,1028,0,0,0,0
2020,1029,0,0,0,0
2020,1030,0,0,0,0
2020,1031,0,0,0,0
2020,1032,0,0,0,0
2020,1033,0,0,0,0
2020,1034,0,0,0,0
2020,1035,0,0,0,0
2020,1036,0,0,0,0
2020,1037,0,0,0,0
2020,1038,0,0,0,0
2020,1039,0,0,0,0
2020,1040,0,0,0,0
2020,1041,0,0,0,0
2020,1042,0,0,0,0
2020,1043,0,0,0,0
2020,1044,0,0,0,0
2020,1045,0,0,0,0
2020,1046,0,0,0,0
2020,1047,0,0,0,0
2020,1048,0,0,0,0
2020,1049,0,0,0,0
2020,1050,0,0,0,0
2020,1051,0,0,0,0
2020,1052,0,0,0,0
2020,1053,0,0,0,0
2020,1054,0,0,0,0
2020,1055,0,0,0,0
2020,1056,0,0,0,0
2020,1057,0,0,0,0
2020,1058,0,0,0,0
2020,1059,0,0,0,0
2020,1060,0,0,0,0
2020,1061,0,0,0,0
2020,1062,0,0,0,0
2020,1063,0,0,0,0
2020,1064,0,0,0,0
2020,1065,0,0,0,0
2020,1066,0,0,0,0
2020,1067,0,0,0,0
2020,1068,0,0,0,0
